Date,Adj Close,Close,High,Low,Open,Volume
2024-05-27,58472.50390625,66100.0,66600.0,65800.0,66100.0,2426600
2024-05-28,59091.7265625,66800.0,67300.0,66100.0,66300.0,5787500
2024-05-29,58649.42578125,66300.0,67300.0,66000.0,67000.0,3644200
2024-05-30,58118.65625,65700.0,66200.0,65500.0,66100.0,4502600
2024-05-31,57853.2734375,65400.0,65900.0,65300.0,65900.0,4165400
2024-06-03,58472.50390625,66100.0,66600.0,65700.0,65800.0,3302200
2024-06-04,58384.04296875,66000.0,66600.0,66000.0,66100.0,3755800
2024-06-05,60595.55859375,68500.0,69200.0,66200.0,66200.0,11865800
2024-06-06,59445.56640625,67200.0,69000.0,67200.0,69000.0,4907800
2024-06-07,59976.33203125,67800.0,68600.0,67500.0,67600.0,4127600
2024-06-10,59445.56640625,67200.0,68500.0,67200.0,68400.0,4584100
2024-06-11,58826.34765625,66500.0,67500.0,66400.0,67400.0,6177000
2024-06-12,59268.6484375,67000.0,67300.0,66300.0,66500.0,3522696
2024-06-13,59180.18359375,66900.0,67400.0,66800.0,67000.0,4003600
2024-06-14,58560.96484375,66200.0,67300.0,66200.0,67000.0,4124200
2024-06-17,58384.04296875,66000.0,66600.0,66000.0,66300.0,3617600
2024-06-18,58295.58203125,65900.0,66500.0,65900.0,66500.0,2751700
2024-06-19,57764.8203125,65300.0,66000.0,65100.0,66000.0,6211000
2024-06-20,58384.04296875,66000.0,66800.0,65200.0,65400.0,4397100
2024-06-21,58384.04296875,66000.0,67100.0,66000.0,66500.0,4023700
2024-06-24,57941.73828125,65500.0,66600.0,65300.0,66100.0,3871900
2024-06-25,57941.73828125,65500.0,66200.0,65500.0,65800.0,3680600
2024-06-26,57676.35546875,65200.0,65800.0,65100.0,65800.0,2599300
2024-06-27,57764.8203125,65300.0,65600.0,65100.0,65200.0,2755400
2024-06-28,57941.73828125,65500.0,66000.0,65300.0,65500.0,2821700
2024-07-01,58384.04296875,66000.0,66000.0,65300.0,65800.0,1909300
2024-07-02,58560.96484375,66200.0,66300.0,65800.0,66000.0,2042800
2024-07-03,58560.96484375,66200.0,66300.0,66000.0,66200.0,1437600
2024-07-04,58737.8828125,66400.0,66900.0,66300.0,66300.0,2688900
2024-07-05,59445.56640625,67200.0,67500.0,66400.0,66400.0,4285100
2024-07-08,59799.4140625,67600.0,67700.0,67000.0,67300.0,4942400
2024-07-09,59710.953125,67500.0,67800.0,67200.0,67600.0,5045200
2024-07-10,59091.7265625,66800.0,67800.0,66800.0,67500.0,3991700
2024-07-11,58649.42578125,66300.0,67000.0,66300.0,66900.0,3787100
2024-07-12,58649.42578125,66300.0,66600.0,66100.0,66400.0,2189900
2024-07-15,58560.96484375,66200.0,66900.0,66200.0,66300.0,2155300
2024-07-16,58472.50390625,66100.0,66700.0,66100.0,66400.0,2243700
2024-07-17,58118.65625,65700.0,66500.0,65600.0,66200.0,3464800
2024-07-18,58295.58203125,65900.0,66000.0,65500.0,66000.0,2363000
2024-07-19,57764.8203125,65300.0,65900.0,65100.0,65900.0,3412700
2024-07-22,57853.2734375,65400.0,66000.0,65200.0,65300.0,2654800
2024-07-23,58295.58203125,65900.0,66300.0,65500.0,65600.0,3777800
2024-07-24,58030.19921875,65600.0,66100.0,65600.0,65800.0,3913500
2024-07-25,58030.19921875,65600.0,65700.0,65300.0,65600.0,1957600
2024-07-26,58207.12109375,65800.0,66200.0,65400.0,65400.0,3275400
2024-07-29,59445.56640625,67200.0,67600.0,65900.0,66200.0,5781800
2024-07-30,59887.87109375,67700.0,68400.0,66900.0,67300.0,6465600
2024-07-31,63337.8359375,71600.0,72000.0,68500.0,68500.0,21564900
2024-08-01,62187.8515625,70300.0,71900.0,70100.0,71800.0,8955800
2024-08-02,63249.375,71500.0,71900.0,70000.0,70000.0,10290200
2024-08-05,61391.70703125,69400.0,71200.0,68500.0,71000.0,12245500
2024-08-06,64310.90234375,72700.0,73300.0,70000.0,70300.0,13950400
2024-08-07,65283.9765625,73800.0,73800.0,72400.0,73200.0,10740700
2024-08-08,64310.90234375,72700.0,74400.0,72200.0,73900.0,7608800
2024-08-09,64841.671875,73300.0,73400.0,72500.0,72800.0,4527500
2024-08-12,64576.28515625,73000.0,74400.0,72800.0,73300.0,5804000
2024-08-13,65283.9765625,73800.0,74400.0,72700.0,72800.0,6834400
2024-08-14,65460.89453125,74000.0,74100.0,73300.0,74000.0,5456225
2024-08-15,65283.9765625,73800.0,74600.0,73700.0,74000.0,4255830
2024-08-16,65283.9765625,73800.0,74100.0,73200.0,74000.0,7392917
2024-08-19,67230.109375,76000.0,76000.0,73800.0,74000.0,7917931
2024-08-20,66876.265625,75600.0,76200.0,75300.0,76000.0,4177349
2024-08-21,66610.890625,75300.0,76100.0,75100.0,75200.0,3991045
2024-08-22,65637.8203125,74200.0,76000.0,73600.0,76000.0,6025954
2024-08-23,66257.0390625,74900.0,75600.0,74400.0,74900.0,3307633
2024-08-26,64930.12890625,73400.0,75000.0,73300.0,74900.0,6324827
2024-08-28,65372.43359375,73900.0,74000.0,73200.0,73600.0,3352840
2024-08-29,65018.58984375,73500.0,74000.0,73400.0,73700.0,2042980
2024-08-30,65372.43359375,73900.0,74800.0,73400.0,73600.0,3675800
2024-09-04,65726.2734375,74300.0,74500.0,73100.0,73300.0,2839125
2024-09-05,66080.125,74700.0,75400.0,74100.0,74300.0,5857542
2024-09-06,66699.34375,75400.0,75500.0,74800.0,74900.0,3641800
2024-09-09,66168.578125,74800.0,75100.0,74200.0,75100.0,2638800
2024-09-10,66257.0390625,74900.0,75500.0,74300.0,74800.0,3332434
2024-09-11,65991.65625,74600.0,75100.0,73900.0,74800.0,3165231
2024-09-12,66080.125,74700.0,75200.0,74400.0,75000.0,2052124
2024-09-13,64487.828125,72900.0,74800.0,72900.0,74800.0,5347113
2024-09-16,63603.2265625,71900.0,73000.0,71900.0,73000.0,4034700
2024-09-17,64930.12890625,73400.0,73400.0,71700.0,72000.0,2526732
2024-09-18,64841.671875,73300.0,73900.0,73000.0,73600.0,2845344
2024-09-19,64841.671875,73300.0,73500.0,73000.0,73300.0,1572742
2024-09-20,64310.90234375,72700.0,74000.0,72700.0,73500.0,6555403
2024-09-23,64487.828125,72900.0,73200.0,72600.0,73100.0,2997201
2024-09-24,64350.5234375,70300.0,71000.0,70100.0,71000.0,2199514
2024-09-25,63709.7578125,69600.0,70400.0,69600.0,70300.0,4847436
2024-09-26,64716.66796875,70700.0,71100.0,69600.0,69600.0,4484109
2024-09-27,64991.27734375,71000.0,71200.0,70700.0,70800.0,3168700
2024-09-30,64167.44140625,70100.0,71000.0,70100.0,71000.0,2043516
2024-10-01,64167.44140625,70100.0,70700.0,70100.0,70200.0,2040200
2024-10-02,64167.44140625,70100.0,70200.0,69600.0,70200.0,3279930
2024-10-03,64350.5234375,70300.0,70500.0,69900.0,70200.0,2948030
2024-10-04,62702.85546875,68500.0,70500.0,68400.0,70500.0,6751000
2024-10-07,61421.33984375,67100.0,69300.0,67100.0,68700.0,6381300
2024-10-08,62428.25,68200.0,68200.0,67200.0,67200.0,3177649
2024-10-09,62062.09375,67800.0,68600.0,67800.0,68300.0,3827960
2024-10-10,61970.5546875,67700.0,68800.0,67700.0,68300.0,3122515
2024-10-11,61970.5546875,67700.0,68200.0,67500.0,68100.0,2690038
2024-10-14,61512.87109375,67200.0,68100.0,67100.0,68100.0,3220500
2024-10-15,61146.7265625,66800.0,67400.0,66700.0,67200.0,3473302
2024-10-16,61787.484375,67500.0,68100.0,66800.0,66800.0,2003900
2024-10-17,61879.0234375,67600.0,67900.0,67300.0,67600.0,1655019
2024-10-18,61695.94921875,67400.0,68000.0,67400.0,67600.0,1737502
2024-10-21,61604.41015625,67300.0,67900.0,67200.0,67400.0,1860000
2024-10-22,61604.41015625,67300.0,67800.0,67200.0,67300.0,2250400
2024-10-23,61604.41015625,67300.0,67600.0,67200.0,67300.0,1835900
2024-10-24,62611.3203125,68400.0,69000.0,67300.0,67300.0,4365000
2024-10-25,62245.1640625,68000.0,68600.0,67900.0,68600.0,2170200
2024-10-28,61512.87109375,67200.0,68000.0,66700.0,67700.0,2923300
2024-10-29,61329.80078125,67000.0,67300.0,66800.0,67300.0,2030600
2024-10-31,60505.96875,66100.0,66600.0,65300.0,66600.0,5269100
2024-11-01,60231.35546875,65800.0,66300.0,65600.0,66100.0,2178005
2024-11-04,60048.28125,65600.0,66600.0,65600.0,65900.0,2118800
2024-11-06,60231.35546875,65800.0,66000.0,65300.0,66000.0,2594600
2024-11-07,60322.89453125,65900.0,66200.0,65600.0,66000.0,1152300
2024-11-08,60139.81640625,65700.0,66200.0,65600.0,66000.0,1852400
2024-11-11,59682.1328125,65200.0,65800.0,64700.0,65700.0,2737600
2024-11-12,59407.51953125,64900.0,65700.0,64800.0,65200.0,1729600
2024-11-13,59499.05859375,65000.0,65600.0,64700.0,65100.0,2820700
2024-11-14,59499.05859375,65000.0,65000.0,64700.0,65000.0,1779900
2024-11-15,58309.07421875,63700.0,64900.0,63700.0,64900.0,3688300
2024-11-18,57851.39453125,63200.0,64200.0,63200.0,63700.0,3797000
2024-11-19,57668.3203125,63000.0,63500.0,63000.0,63300.0,2833600
2024-11-20,58217.54296875,63600.0,63800.0,62900.0,63000.0,2818000
2024-11-21,58492.15625,63900.0,64100.0,63400.0,63700.0,2253500
2024-11-22,58858.30078125,64300.0,64800.0,63900.0,63900.0,2585700
2024-11-25,58858.30078125,64300.0,64600.0,64200.0,64300.0,2446600
2024-11-26,59315.98828125,64800.0,65000.0,64400.0,64500.0,1675600
2024-11-27,59132.91015625,64600.0,65000.0,64500.0,64800.0,1586400
2024-11-28,59041.375,64500.0,65000.0,64500.0,65000.0,1273300
2024-11-29,59132.91015625,64600.0,64800.0,64300.0,64500.0,1105500
2024-12-02,59041.375,64500.0,64800.0,64200.0,64600.0,1229100
2024-12-03,58492.15625,63900.0,64600.0,63900.0,64600.0,2425200
2024-12-04,57942.9296875,63300.0,63900.0,63300.0,63800.0,2745800
2024-12-05,58858.30078125,64300.0,64700.0,63200.0,63500.0,2218400
2024-12-06,58675.2265625,64100.0,64800.0,64100.0,64500.0,1677900
2024-12-09,58675.2265625,64100.0,64500.0,64000.0,64500.0,1762700
2024-12-10,58492.15625,63900.0,64400.0,63900.0,64100.0,1711000
2024-12-11,58766.76171875,64200.0,64600.0,63900.0,63900.0,2024600
2024-12-12,59132.91015625,64600.0,64900.0,64200.0,64200.0,2247507
2024-12-13,58766.76171875,64200.0,64500.0,64100.0,64300.0,1396700
2024-12-16,59499.05859375,65000.0,65200.0,64200.0,64200.0,2387600
2024-12-17,59132.91015625,64600.0,65000.0,64500.0,64900.0,1203900
2024-12-18,59224.44921875,64700.0,65100.0,64700.0,65000.0,1614100
2024-12-19,58492.15625,63900.0,64500.0,63900.0,64400.0,2646900
2024-12-20,59499.05859375,65000.0,65000.0,64000.0,64000.0,3799600
2024-12-23,58949.8359375,64400.0,65000.0,64300.0,64700.0,1367800
2024-12-24,58858.30078125,64300.0,64700.0,64100.0,64400.0,4725000
2024-12-25,58949.8359375,64400.0,64900.0,64400.0,64400.0,1382500
2024-12-26,58857.5859375,63800.0,64200.0,63800.0,64200.0,3886800
2024-12-27,58857.5859375,63800.0,64100.0,63700.0,63900.0,2819200
2024-12-30,58396.3203125,63300.0,63700.0,63300.0,63600.0,1490800
2024-12-31,58488.57421875,63400.0,63800.0,63300.0,63400.0,3349900
2025-01-02,58211.8125,63100.0,63800.0,63100.0,63600.0,2336600
2025-01-03,58119.55859375,63000.0,63300.0,62900.0,63200.0,1856800
2025-01-06,57658.2890625,62500.0,63200.0,62500.0,63000.0,2103500
2025-01-07,56920.265625,61700.0,63000.0,61600.0,62600.0,2802100
2025-01-08,56920.265625,61700.0,62100.0,61200.0,62000.0,2084300
2025-01-09,57012.51953125,61800.0,61900.0,61300.0,61800.0,1500000
2025-01-10,56551.25390625,61300.0,61900.0,61300.0,61700.0,1720800
2025-01-13,56643.5078125,61400.0,61900.0,61100.0,61200.0,1601700
2025-01-14,56828.01171875,61600.0,61800.0,61300.0,61400.0,1235100
2025-01-15,56920.265625,61700.0,62300.0,61700.0,62100.0,1216400
2025-01-16,57104.7734375,61900.0,62600.0,61700.0,62300.0,1684500
2025-01-17,57197.02734375,62000.0,62200.0,62000.0,62200.0,2303292
